indice_tiempo,consultas_total,consultas_dispositivos_moviles,consultas_dispositivos_no_moviles,usuarios_total,consultas_acumuladas_total
2018-01-08,139,0,139,0,403959
2018-01-09,6819,0,6819,0,410778
2018-01-10,6326,0,6326,0,417104
2018-01-11,7173,0,7173,0,424277
2018-01-12,4683,0,4683,0,428960
2018-01-13,10867,0,10867,0,439827
2018-01-14,7499,0,7499,0,447326
2018-01-15,5072,0,5072,0,452398
2018-01-16,10417,0,10417,0,462815
2018-01-17,8957,0,8957,0,471772
2018-01-18,4512,0,4512,0,476284
2018-01-19,0,0,0,0,476284
2018-01-20,0,0,0,0,476284
2018-01-21,0,0,0,0,476284
2018-01-22,0,0,0,0,476284
2018-01-23,0,0,0,0,476284
2018-01-24,0,0,0,0,476284
2018-01-25,0,0,0,0,476284
2018-01-26,0,0,0,0,476284
2018-01-27,0,0,0,0,476284
2018-01-28,0,0,0,0,476284
2018-01-29,0,0,0,0,476284
2018-01-30,0,0,0,0,476284
2018-01-31,0,0,0,0,476284
2018-02-01,0,0,0,0,476284
2018-02-02,0,0,0,0,476284
2018-02-03,0,0,0,0,476284
2018-02-04,0,0,0,0,476284
2018-02-05,20626,0,20626,0,496910
2018-02-06,4388,0,4388,0,501298
2018-02-07,0,0,0,0,501298
2018-02-08,17306,0,17306,0,518604
2018-02-09,8098,0,8098,0,526702
2018-02-10,12132,0,12132,0,538834
2018-02-11,4701,0,4701,0,543535
2018-02-12,3368,0,3368,0,546903
2018-02-13,4989,0,4989,0,551892
2018-02-14,4888,0,4888,0,556780
2018-02-15,48679,0,48679,0,605459
2018-02-16,5735,0,5735,0,611194
2018-02-17,6782,0,6782,0,617976
2018-02-18,7540,0,7540,0,625516
2018-02-19,5521,0,5521,0,631037
2018-02-20,12706,0,12706,0,643743
2018-02-21,12808,0,12808,0,656551
2018-02-22,14490,0,14490,0,671041
2018-02-23,5953,0,5953,0,676994
2018-02-24,7522,0,7522,0,684516
2018-02-25,12125,0,12125,0,696641
2018-02-26,10651,0,10651,0,707292
2018-02-27,823,0,823,0,708115
2018-02-28,4153,0,4153,0,712268
2018-03-01,8290,0,8290,0,720558
2018-03-02,4248,0,4248,0,724806
2018-03-03,7468,0,7468,0,732274
2018-03-04,5533,0,5533,0,737807
2018-03-05,7701,0,7701,0,745508
2018-03-06,4749,0,4749,0,750257
2018-03-07,8757,0,8757,0,759014
2018-03-08,11624,0,11624,0,770638
2018-03-09,10103,0,10103,0,780741
2018-03-10,3535,0,3535,0,784276
2018-03-11,6245,0,6245,0,790521
2018-03-12,12356,0,12356,0,802877
2018-03-13,12600,0,12600,0,815477
2018-03-14,11061,0,11061,0,826538
2018-03-15,5140,0,5140,0,831678
2018-03-16,7089,0,7089,0,838767
2018-03-17,10117,0,10117,0,848884
2018-03-18,9860,0,9860,0,858744
2018-03-19,8118,0,8118,0,866862
2018-03-20,8354,0,8354,0,875216
2018-03-21,9374,0,9374,0,884590
2018-03-22,7822,0,7822,0,892412
2018-03-23,7897,0,7897,0,900309
2018-03-24,12809,0,12809,0,913118
2018-03-25,13245,0,13245,0,926363
2018-03-26,13499,0,13499,0,939862
2018-03-27,5620,0,5620,0,945482
2018-03-28,0,0,0,0,945482
2018-03-29,0,0,0,0,945482
2018-03-30,0,0,0,0,945482
2018-03-31,0,0,0,0,945482
2018-04-01,0,0,0,0,945482
2018-04-02,0,0,0,0,945482
2018-04-03,0,0,0,0,945482
2018-04-04,0,0,0,0,945482
2018-04-05,0,0,0,0,945482
2018-04-06,0,0,0,0,945482
2018-04-07,0,0,0,0,945482
2018-04-08,0,0,0,0,945482
2018-04-09,0,0,0,0,945482
2018-04-10,0,0,0,0,945482
2018-04-11,0,0,0,0,945482
2018-04-12,0,0,0,0,945482
2018-04-13,0,0,0,0,945482
2018-04-14,0,0,0,0,945482
2018-04-15,0,0,0,0,945482
2018-04-16,0,0,0,0,945482
2018-04-17,0,0,0,0,945482
2018-04-18,0,0,0,0,945482
2018-04-19,0,0,0,0,945482
2018-04-20,0,0,0,0,945482
2018-04-21,0,0,0,0,945482
2018-04-22,0,0,0,0,945482
2018-04-23,0,0,0,0,945482
2018-04-24,0,0,0,0,945482
2018-04-25,0,0,0,0,945482
2018-04-26,2723,0,2723,0,948205
2018-04-27,550,0,550,0,948755
2018-04-28,0,0,0,0,948755
2018-04-29,0,0,0,0,948755
2018-04-30,0,0,0,0,948755
2018-05-01,0,0,0,0,948755
2018-05-02,2244,0,2244,0,950999
2018-05-03,1054,0,1054,0,952053
2018-05-04,0,0,0,0,952053
2018-05-05,0,0,0,0,952053
2018-05-06,0,0,0,0,952053
2018-05-07,0,0,0,0,952053
2018-05-08,0,0,0,0,952053
2018-05-09,0,0,0,0,952053
2018-05-10,0,0,0,0,952053
2018-05-11,0,0,0,0,952053
2018-05-12,0,0,0,0,952053
2018-05-13,0,0,0,0,952053
2018-05-14,0,0,0,0,952053
2018-05-15,0,0,0,0,952053
2018-05-16,0,0,0,0,952053
2018-05-17,0,0,0,0,952053
2018-05-18,683,0,683,0,952736
2018-05-19,1954,0,1954,0,954690
2018-05-20,1979,0,1979,0,956669
2018-05-21,2546,0,2546,0,959215
2018-05-22,2275,0,2275,0,961490
2018-05-23,3183,0,3183,0,964673
2018-05-24,2659,0,2659,0,967332
2018-05-25,2007,0,2007,0,969339
2018-05-26,1982,0,1982,0,971321
2018-05-27,1995,0,1995,0,973316
2018-05-28,2734,0,2734,0,976050
2018-05-29,6013,0,6013,0,982063
2018-05-30,12188,0,12188,0,994251
2018-05-31,13160,0,13160,0,1007411
2018-06-01,8921,0,8921,0,1016332
2018-06-02,14208,0,14208,0,1030540
2018-06-03,15476,0,15476,0,1046016
2018-06-04,15358,0,15358,0,1061374
2018-06-05,14435,0,14435,0,1075809
2018-06-06,9723,0,9723,0,1085532
2018-06-07,12444,0,12444,0,1097976
2018-06-08,9382,0,9382,0,1107358
2018-06-09,11132,0,11132,0,1118490
2018-06-10,10627,0,10627,0,1129117
2018-06-11,13608,0,13608,0,1142725
2018-06-12,11069,0,11069,0,1153794
2018-06-13,12074,0,12074,0,1165868
2018-06-14,7742,0,7742,0,1173610
2018-06-15,10987,0,10987,0,1184597
2018-06-16,4573,0,4573,0,1189170
2018-06-17,8664,0,8664,0,1197834
2018-06-18,10185,0,10185,0,1208019
2018-06-19,13033,0,13033,0,1221052
2018-06-20,13730,0,13730,0,1234782
2018-06-21,12160,0,12160,0,1246942
2018-06-22,10141,0,10141,0,1257083
2018-06-23,5170,0,5170,0,1262253
2018-06-24,15261,0,15261,0,1277514
2018-06-25,13363,0,13363,0,1290877
2018-06-26,8390,0,8390,0,1299267
2018-06-27,4586,0,4586,0,1303853
2018-06-28,9812,0,9812,0,1313665
2018-06-29,8069,0,8069,0,1321734
2018-06-30,11043,0,11043,0,1332777
2018-07-01,10055,0,10055,0,1342832
2018-07-02,14216,0,14216,0,1357048
2018-07-03,8201,0,8201,0,1365249
2018-07-04,10324,0,10324,0,1375573
2018-07-05,12543,0,12543,0,1388116
2018-07-06,11591,0,11591,0,1399707
2018-07-07,10382,0,10382,0,1410089
2018-07-08,9278,0,9278,0,1419367
2018-07-09,9794,0,9794,0,1429161
2018-07-10,11411,0,11411,0,1440572
2018-07-11,13670,0,13670,0,1454242
2018-07-12,9372,0,9372,0,1463614
2018-07-13,14935,1,14934,0,1478549
2018-07-14,10613,0,10613,0,1489162
2018-07-15,7380,2,7378,0,1496542
2018-07-16,11095,5,11090,0,1507637
2018-07-17,13212,0,13212,0,1520849
2018-07-18,11304,3,11301,0,1532153
2018-07-19,15191,10,15181,0,1547344
2018-07-20,10171,0,10171,0,1557515
2018-07-21,6009,0,6009,0,1563524
2018-07-22,4063,0,4063,0,1567587
2018-07-23,8877,2,8875,0,1576464
2018-07-24,8418,0,8418,0,1584882
2018-07-25,8078,3,8075,0,1592960
2018-07-26,8751,2,8749,0,1601711
2018-07-27,9313,2,9311,0,1611024
2018-07-28,5888,2,5886,0,1616912
2018-07-29,4748,2,4746,0,1621660
2018-07-30,9933,2,9931,0,1631593
2018-07-31,12383,1,12382,0,1643976
2018-08-01,13959,0,13959,0,1657935
2018-08-02,8650,2,8648,0,1666585
2018-08-03,17935,0,17935,0,1684520
2018-08-04,11869,0,11869,0,1696389
2018-08-05,9738,0,9738,0,1706127
2018-08-06,10833,0,10833,0,1716960
2018-08-07,17430,0,17430,0,1734390
2018-08-08,9428,2,9426,0,1743818
2018-08-09,10747,0,10747,0,1754565
2018-08-10,8861,0,8861,0,1763426
2018-08-11,8535,4,8531,0,1771961
2018-08-12,7583,0,7583,0,1779544
2018-08-13,11097,2,11095,0,1790641
2018-08-14,11508,0,11508,0,1802149
2018-08-15,11159,2,11157,0,1813308
2018-08-16,11577,24,11553,0,1824885
2018-08-17,7524,1,7523,0,1832409
2018-08-18,5822,4,5818,0,1838231
2018-08-19,6225,0,6225,0,1844456
2018-08-20,4042,4,4038,0,1848498
2018-08-21,8052,5,8047,0,1856550
2018-08-22,10415,4,10411,0,1866965
2018-08-23,10775,3,10772,0,1877740
2018-08-24,11723,7,11716,0,1889463
2018-08-25,6169,0,6169,0,1895632
2018-08-26,16372,4,16368,0,1912004
2018-08-27,16704,1,16703,0,1928708
2018-08-28,15219,5,15214,0,1943927
2018-08-29,10280,4,10276,0,1954207
2018-08-30,6934,1,6933,0,1961141
2018-08-31,7055,9,7046,0,1968196
2018-09-01,4268,13,4255,0,1972464
2018-09-02,12615,2,12613,0,1985079
2018-09-03,12678,6,12672,0,1997757
2018-09-04,13074,40,13034,0,2010831
2018-09-05,9728,0,9728,0,2020559
2018-09-06,10358,31,10327,0,2030917
2018-09-07,8981,78,8903,0,2039898
2018-09-08,11252,53,11199,0,2051150
2018-09-09,9770,23,9747,0,2060920
2018-09-10,11569,658,10911,0,2072489
2018-09-11,10433,372,10061,0,2082922
2018-09-12,13393,335,13058,0,2096315
2018-09-13,15696,124,15572,0,2112011
2018-09-14,15560,49,15511,0,2127571
2018-09-15,17312,20,17292,0,2144883
2018-09-16,15026,42,14984,0,2159909
2018-09-17,14380,62,14318,0,2174289
2018-09-18,11884,22,11862,0,2186173
2018-09-19,12978,104,12874,0,2199151
2018-09-20,15645,90,15555,0,2214796
2018-09-21,12998,35,12963,0,2227794
2018-09-22,14051,2,14049,0,2241845
2018-09-23,15097,2,15095,0,2256942
2018-09-24,15256,17,15239,0,2272198
2018-09-25,11936,155,11781,0,2284134
2018-09-26,13276,8,13268,0,2297410
2018-09-27,9100,32,9068,0,2306510
2018-09-28,7871,26,7845,0,2314381
2018-09-29,7434,6,7428,0,2321815
2018-09-30,6855,14,6841,0,2328670
2018-10-01,20517,10,20507,0,2349187
2018-10-02,12434,155,12279,0,2361621
2018-10-03,14484,26,14458,0,2376105
2018-10-04,12902,64,12838,0,2389007
2018-10-05,12327,2,12325,0,2401334
2018-10-06,6970,43,6927,0,2408304
2018-10-07,6197,0,6197,0,2414501
2018-10-08,21420,10,21410,0,2435921
2018-10-09,13019,8,13011,0,2448940
2018-10-10,14000,24,13976,0,2462940
2018-10-11,11185,11,11174,0,2474125
2018-10-12,12457,180,12277,0,2486582
2018-10-13,9120,40,9080,0,2495702
2018-10-14,7954,27,7927,0,2503656
2018-10-15,8219,29,8190,0,2511875
2018-10-16,11123,18,11105,0,2522998
2018-10-17,10253,13,10240,0,2533251
2018-10-18,11880,85,11795,0,2545131
2018-10-19,10729,46,10683,0,2555860
2018-10-20,7130,2,7128,0,2562990
2018-10-21,12156,17,12139,0,2575146
2018-10-22,11746,7,11739,0,2586892
2018-10-23,14786,8,14778,0,2601678
2018-10-24,15326,21,15305,0,2617004
2018-10-25,13171,13,13158,0,2630175
2018-10-26,10661,45,10616,0,2640836
2018-10-27,5690,131,5559,0,2646526
2018-10-28,6096,55,6041,0,2652622
2018-10-29,8030,28,8002,0,2660652
2018-10-30,10075,28,10047,0,2670727
2018-10-31,11529,35,11494,0,2682256
2018-11-01,11072,15,11057,0,2693328
2018-11-02,8073,27,8046,0,2701401
2018-11-03,7068,29,7039,0,2708469
2018-11-04,6928,8,6920,0,2715397
2018-11-05,11427,6,11421,0,2726824
2018-11-06,14401,344,14057,0,2741225
2018-11-07,17937,512,17425,0,2759162
2018-11-08,18774,532,18242,0,2777936
2018-11-09,12955,408,12547,0,2790891
2018-11-10,10794,366,10428,0,2801685
2018-11-11,8341,286,8055,0,2810026
2018-11-12,18176,492,17684,0,2828202
2018-11-13,12777,536,12241,0,2840979
2018-11-14,16926,347,16579,0,2857905
2018-11-15,15972,496,15476,0,2873877
2018-11-16,16401,375,16026,0,2890278
2018-11-17,12100,339,11761,0,2902378
2018-11-18,10921,204,10717,0,2913299
2018-11-19,17392,352,17040,0,2930691
2018-11-20,18606,374,18232,0,2949297
2018-11-21,17599,475,17124,0,2966896
2018-11-22,18624,608,18016,0,2985520
2018-11-23,15723,279,15444,0,3001243
2018-11-24,9971,204,9767,0,3011214
2018-11-25,18457,172,18285,0,3029671
2018-11-26,21227,332,20895,0,3050898
2018-11-27,13627,248,13379,0,3064525
2018-11-28,14131,448,13683,0,3078656
2018-11-29,18529,129,18400,0,3097185
2018-11-30,20067,159,19908,0,3117252
2018-12-01,14015,197,13818,0,3131267
2018-12-02,18948,294,18654,0,3150215
2018-12-03,17210,284,16926,0,3167425
2018-12-04,11194,277,10917,0,3178619
2018-12-05,16366,241,16125,0,3194985
2018-12-06,14776,224,14552,0,3209761
2018-12-07,15644,323,15321,0,3225405
2018-12-08,6461,269,6192,0,3231866
2018-12-09,7833,274,7559,0,3239699
2018-12-10,14316,251,14065,0,3254015
2018-12-11,15636,219,15417,0,3269651
2018-12-12,16203,236,15967,0,3285854
2018-12-13,14633,293,14340,0,3300487
2018-12-14,9398,367,9031,0,3309885
2018-12-15,6727,332,6395,0,3316612
2018-12-16,6718,293,6425,0,3323330
2018-12-17,11734,242,11492,0,3335064
2018-12-18,13586,184,13402,0,3348650
2018-12-19,14903,542,14361,0,3363553
2018-12-20,29764,292,29472,0,3393317
2018-12-21,37973,182,37791,0,3431290
2018-12-22,6387,195,6192,0,3437677
2018-12-23,6251,153,6098,0,3443928
2018-12-24,13408,105,13303,0,3457336
2018-12-25,12850,165,12685,0,3470186
2018-12-26,13888,237,13651,0,3484074
2018-12-27,14071,403,13668,0,3498145
2018-12-28,12137,231,11906,0,3510282
2018-12-29,13984,228,13756,0,3524266
2018-12-30,17527,266,17261,0,3541793
2018-12-31,18611,296,18315,0,3560404
2019-01-01,17678,112,17566,0,3578082
2019-01-02,19467,336,19131,0,3597549
2019-01-03,12834,234,12600,0,3610383
2019-01-04,19277,206,19071,0,3629660
2019-01-05,12306,172,12134,0,3641966
2019-01-06,9764,289,9475,0,3651730
2019-01-07,16763,342,16421,0,3668493
2019-01-08,16835,203,16632,0,3685328
2019-01-09,18475,191,18284,0,3703803
2019-01-10,13194,233,12961,0,3716997
2019-01-11,16186,391,15795,0,3733183
2019-01-12,11484,184,11300,0,3744667
2019-01-13,13702,290,13412,0,3758369
2019-01-14,18995,143,18852,0,3777364
2019-01-15,20291,324,19967,0,3797655
2019-01-16,13099,314,12785,0,3810754
2019-01-17,13164,157,13007,0,3823918
2019-01-18,13513,381,13132,0,3837431
2019-01-19,6595,326,6269,0,3844026
2019-01-20,6865,173,6692,0,3850891
2019-01-21,14250,209,14041,0,3865141
2019-01-22,16961,284,16677,0,3882102
2019-01-23,16923,224,16699,0,3899025
2019-01-24,14119,182,13937,0,3913144
2019-01-25,13944,223,13721,0,3927088
2019-01-26,7229,348,6881,0,3934317
2019-01-27,10768,65,10703,0,3945085
2019-01-28,16377,339,16038,0,3961462
2019-01-29,16212,463,15749,0,3977674
2019-01-30,22372,445,21927,0,4000046
2019-01-31,22444,449,21995,0,4022490
2019-02-01,16586,348,16238,0,4039076
2019-02-02,8463,193,8270,0,4047539
2019-02-03,10350,303,10047,0,4057889
2019-02-04,21866,275,21591,0,4079755
2019-02-05,24857,702,24155,0,4104612
2019-02-06,17067,541,16526,0,4121679
2019-02-07,14590,477,14113,0,4136269
2019-02-08,13505,532,12973,0,4149774
2019-02-09,7344,259,7085,0,4157118
2019-02-10,17559,403,17156,0,4174677
2019-02-11,26562,558,26004,0,4201239
2019-02-12,18668,1187,17481,0,4219907
2019-02-13,19550,893,18657,0,4239457
2019-02-14,17485,407,17078,0,4256942
2019-02-15,14778,561,14217,0,4271720
2019-02-16,6708,228,6480,0,4278428
2019-02-17,6998,312,6686,0,4285426
2019-02-18,18081,446,17635,0,4303507
2019-02-19,17996,709,17287,0,4321503
2019-02-20,23075,710,22365,0,4344578
2019-02-21,22649,546,22103,0,4367227
2019-02-22,21988,446,21542,0,4389215
2019-02-23,10849,371,10478,0,4400064
2019-02-24,8230,221,8009,0,4408294
2019-02-25,11604,681,10923,0,4419898
2019-02-26,10823,296,10527,0,4430721
2019-02-27,16191,619,15572,0,4446912
2019-02-28,15973,965,15008,0,4462885
2019-03-01,20253,542,19711,0,4483138
2019-03-02,7370,374,6996,0,4490508
2019-03-03,7270,368,6902,0,4497778
2019-03-04,8654,503,8151,0,4506432
2019-03-05,9226,484,8742,0,4515658
2019-03-06,19593,1377,18216,0,4535251
2019-03-07,16400,1100,15300,0,4551651
2019-03-08,17578,768,16810,0,4569229
2019-03-09,18247,516,17731,0,4587476
2019-03-10,21459,547,20912,0,4608935
2019-03-11,20721,1362,19359,0,4629656
2019-03-12,19852,1294,18558,0,4649508
2019-03-13,18090,1690,16400,0,4667598
2019-03-14,20019,1025,18994,0,4687617
2019-03-15,20035,1164,18871,0,4707652
2019-03-16,23043,642,22401,0,4730695
2019-03-17,21661,604,21057,0,4752356
2019-03-18,28569,1827,26742,0,4780925
2019-03-19,27552,1739,25813,0,4808477
2019-03-20,26566,1613,24953,0,4835043
2019-03-21,24247,2453,21794,0,4859290
2019-03-22,28422,1868,26554,0,4887712
2019-03-23,8641,549,8092,0,4896353
2019-03-24,13399,875,12524,0,4909752
2019-03-25,26676,1545,25131,0,4936428
2019-03-26,25698,1601,24097,0,4962126
2019-03-27,19006,2011,16995,0,4981132
2019-03-28,17227,1608,15619,0,4998359
2019-03-29,17950,1339,16611,0,5016309
2019-03-30,19440,628,18812,0,5035749
2019-03-31,16599,666,15933,0,5052348
2019-04-01,21152,945,20207,0,5073500
2019-04-02,21898,938,20960,0,5095398
2019-04-03,24733,1428,23305,0,5120131
2019-04-04,20456,1453,19003,0,5140587
2019-04-05,19763,1279,18484,0,5160350
2019-04-06,11537,550,10987,0,5171887
2019-04-07,14681,783,13898,0,5186568
2019-04-08,22041,1148,20893,0,5208609
2019-04-09,26084,1838,24246,0,5234693
2019-04-10,25940,1231,24709,0,5260633
2019-04-11,23784,1572,22212,0,5284417
2019-04-12,16211,1093,15118,0,5300628
2019-04-13,8936,516,8420,0,5309564
2019-04-14,8969,594,8375,0,5318533
2019-04-15,22819,1251,21568,0,5341352
2019-04-16,21012,1104,19908,0,5362364
2019-04-17,23438,1190,22248,0,5385802
2019-04-18,13426,833,12593,0,5399228
2019-04-19,17377,783,16594,0,5416605
2019-04-20,10784,1853,8931,0,5427389
2019-04-21,25015,6643,18372,0,5452404
2019-04-22,26769,2474,24295,0,5479173
2019-04-23,21800,1857,19943,0,5500973
2019-04-24,24662,2776,21886,0,5525635
2019-04-25,24909,3420,21489,0,5550544
2019-04-26,25332,2673,22659,0,5575876
2019-04-27,23336,1339,21997,0,5599212
2019-04-28,21670,809,20861,0,5620882
2019-04-29,25779,2203,23576,0,5646661
2019-04-30,19784,1780,18004,0,5666445
2019-05-01,15715,1134,14581,0,5682160
2019-05-02,20280,1918,18362,0,5702440
2019-05-03,21769,1635,20134,0,5724209
2019-05-04,9672,1367,8305,0,5733881
2019-05-05,19457,6394,13063,0,5753338
2019-05-06,24764,2529,22235,0,5778102
2019-05-07,24844,1966,22878,0,5802946
2019-05-08,12801,1974,10827,0,5815747
2019-05-09,25122,2118,23004,0,5840869
2019-05-10,17205,1617,15588,0,5858074
2019-05-11,9531,718,8813,0,5867605
2019-05-12,17273,562,16711,0,5884878
2019-05-13,25473,1932,23541,0,5910351
2019-05-14,21375,1882,19493,0,5931726
2019-05-15,35485,3775,31710,0,5967211
2019-05-16,46405,5599,40806,0,6013616
2019-05-17,34416,2992,31424,0,6048032
2019-05-18,9376,883,8493,0,6057408
2019-05-19,9810,889,8921,0,6067218
2019-05-20,23920,1880,22040,0,6091138
2019-05-21,22217,2089,20128,0,6113355
2019-05-22,23262,2526,20736,0,6136617
2019-05-23,19237,1849,17388,0,6155854
2019-05-24,17755,1596,16159,0,6173609
2019-05-25,10598,1018,9580,0,6184207
2019-05-26,11015,792,10223,0,6195222
2019-05-27,34207,2415,31792,0,6229429
2019-05-28,35809,1857,33952,0,6265238
2019-05-29,22510,2223,20287,0,6287748
2019-05-30,24481,2319,22162,0,6312229
2019-05-31,18829,1987,16842,0,6331058
2019-06-01,13992,977,13015,0,6345050
2019-06-02,12605,1024,11581,0,6357655
2019-06-03,20557,2499,18058,0,6378212
2019-06-04,24518,2245,22273,0,6402730
2019-06-05,20078,1682,18396,0,6422808
2019-06-06,25012,2586,22426,0,6447820
2019-06-07,20235,1754,18481,0,6468055
2019-06-08,10750,619,10131,0,6478805
2019-06-09,12112,726,11386,0,6490917
2019-06-10,23026,1673,21353,0,6513943
2019-06-11,20106,2658,17448,0,6534049
2019-06-12,20965,2833,18132,0,6555014
2019-06-13,20697,2481,18216,0,6575711
2019-06-14,19507,2332,17175,0,6595218
2019-06-15,16715,796,15919,0,6611933
2019-06-16,5353,125,5228,0,6617286
2019-06-17,0,0,0,0,6617286
2019-06-18,22483,1957,20526,0,6639769
2019-06-19,25216,2599,22617,0,6664985
2019-06-20,17704,1402,16302,0,6682689
2019-06-21,25430,2455,22975,0,6708119
2019-06-22,16234,1085,15149,0,6724353
2019-06-23,14342,807,13535,0,6738695
2019-06-24,21638,2562,19076,0,6760333
2019-06-25,22581,2404,20177,0,6782914
2019-06-26,21746,1973,19773,0,6804660
2019-06-27,19257,3157,16100,0,6823917
2019-06-28,21101,5281,15820,0,6845018
2019-06-29,10211,1930,8281,0,6855229
2019-06-30,9966,1405,8561,0,6865195
2019-07-01,25216,4428,20788,0,6890411
